customer_id,avg_browse_duration_min,monthly_page_views,search_keywords_count,cart_add_count,cart_abandon_rate,click_through_rate,email_open_rate,complaint_count,has_complaint_last_month
C0926,28.42,125,40,19,0.4,0.044,0.308,1,是
C0927,27.98,436,21,13,0.68,0.074,0.587,4,是
C0928,33.12,465,44,32,0.73,0.227,0.216,1,否
C0929,59.09,166,38,32,0.6,0.358,0.079,5,否
C0930,33.72,160,36,7,0.51,0.021,0.197,5,是
C0931,12.35,230,17,3,0.2,0.033,0.033,0,否
C0932,7.74,220,60,28,0.51,0.041,0.559,1,否
C0933,35.11,17,38,19,0.07,0.054,0.131,2,是
C0934,14.29,172,13,13,0.43,0.12,0.287,2,是
C0935,20.26,512,43,20,0.72,0.096,0.524,0,否
C0936,35.54,138,2,2,0.89,0.327,0.066,3,是
C0937,46.82,240,32,17,0.53,0.158,0.37,0,否
C0938,19.68,238,5,14,0.82,0.023,0.169,3,否
C0939,44.44,168,27,0,0.67,0.017,0.298,0,是
C0940,21.02,80,58,7,0.23,0.322,0.673,2,否
C0941,95.92,63,23,18,0.18,0.23,0.751,4,是
C0942,14.57,242,18,1,0.18,0.082,0.018,2,否
C0943,2.97,182,2,12,0.45,0.03,0.041,5,是
C0944,41.97,195,1,4,0.27,0.167,0.625,1,是
C0945,13.89,52,6,20,0.48,0.204,0.144,1,否
C0946,44.83,34,39,23,0.55,0.233,0.229,4,否
C0947,53.01,279,48,10,0.54,0.129,0.852,0,是
C0948,27.54,130,9,9,0.87,0.099,0.114,4,否
C0949,8.13,266,7,2,0.31,0.21,0.037,1,是
C0950,27.6,58,10,0,0.37,0.1,0.29,1,否
C0951,3.19,228,12,20,0.31,0.04,0.155,5,否
C0952,53.25,554,4,0,0.13,0.131,0.35,0,否
C0953,28.02,248,36,15,0.25,0.126,0.437,3,否
C0954,65.29,475,64,54,0.54,0.53,0.033,0,否
C0955,20.77,146,33,23,0.36,0.088,0.374,2,是
C0956,25.55,49,14,10,0.65,0.068,0.117,1,否
C0957,12.15,9,8,6,0.79,0.071,0.199,0,否
C0958,41.23,271,13,2,0.75,0.001,0.393,4,否
C0959,41.34,110,1,20,0.63,0.107,0.388,0,是
C0960,29.05,210,13,6,0.49,0.009,0.082,0,否
C0961,6.51,61,0,12,0.37,0.046,0.346,0,否
C0962,41.77,273,8,3,0.21,0.133,0.087,4,是
C0963,20.44,334,20,18,0.29,0.056,0.139,4,否
C0964,2.3,172,6,1,0.65,0.2,0.326,0,是
C0965,26.86,486,7,26,0.1,0.089,0.48,2,是
C0966,9.56,202,14,14,0.13,0.115,0.159,1,是
C0967,23.75,114,9,1,0.58,0.14,0.108,3,是
C0968,43.11,290,39,8,0.03,0.334,0.012,0,是
C0969,42.96,45,31,7,0.82,0.171,0.158,2,是
C0970,18.4,225,24,2,0.71,0.077,0.272,5,否
C0971,20.73,346,31,30,0.41,0.264,0.453,4,是
C0972,12.62,399,38,25,0.5,0.22,0.016,1,否
C0973,23.89,377,28,16,0.64,0.006,0.478,3,是
C0974,20.03,27,7,13,0.59,0.109,0.216,2,是
C0975,59.19,253,45,21,0.01,0.293,0.398,2,否
C0976,37.64,246,28,7,0.63,0.005,0.365,1,是
C0977,60.06,375,32,21,0.57,0.248,0.259,1,否
C0978,1.06,46,55,1,0.35,0.151,0.173,3,否
C0979,26.73,554,2,2,0.36,0.052,0.298,1,否
C0980,31.87,32,15,14,0.81,0.014,0.172,5,是
C0981,15.36,52,15,11,0.36,0.092,0.192,3,否
C0982,19.39,288,58,31,0.45,0.327,0.233,0,否
C0983,32.41,102,37,3,0.81,0.042,0.145,0,是
C0984,19.72,284,54,4,0.28,0.259,0.246,3,是
C0985,9.83,89,10,7,0.25,0.144,0.278,3,是
C0986,25.02,146,12,0,0.15,0.025,0.136,1,是
C0987,15.96,93,46,30,0.3,0.216,0.258,1,是
C0988,23.2,336,9,19,0.35,0.017,0.015,1,否
C0989,42.37,842,79,34,0.54,0.239,0.107,2,是
C0990,43.22,514,9,0,0.27,0.147,0.39,1,是
C0991,17.24,102,29,4,0.81,0.092,0.101,0,否
C0992,15.93,82,26,28,0.03,0.078,0.604,4,是
C0993,36.01,190,40,28,0.84,0.129,0.133,0,否
C0994,4.57,243,2,2,0.52,0.154,0.102,4,是
C0995,23.49,203,4,15,0.06,0.014,0.01,5,否
C0996,12.91,98,4,2,0.76,0.056,0.215,2,否
C0997,3.07,306,18,8,0.87,0.074,0.349,4,是
C0998,16.34,181,60,28,0.31,0.289,0.156,5,是
C0999,2.49,101,20,10,0.42,0.137,0.16,0,否
C1000,9.94,76,14,11,0.26,0.037,0.004,5,是
