customer_id,membership_level,join_date,points_balance,points_earned_total,points_redeemed,membership_years,annual_spend,referral_count,last_activity_date
C0669,金卡,2025-01-28,47836,88482,22126,1.6,10638.61,17,2025-09-11
C0670,银卡,2024-08-22,18121,38283,10889,2.5,4408.04,14,2024-03-28
C0671,普通,2024-05-20,2486,28427,14132,3.6,1079.12,13,2024-05-30
C0672,金卡,2022-05-15,14979,64769,50406,0.8,12062.12,5,2025-08-15
C0673,普通,2023-03-08,1399,51226,10716,2.7,2271.63,19,2024-10-04
C0674,银卡,2024-05-12,19153,40124,19739,1.5,3778.71,13,2024-09-21
C0675,金卡,2024-03-09,34583,64272,30472,2.3,13320.39,11,2024-08-19
C0676,普通,2025-05-10,2705,20113,7742,4.7,571.81,1,2024-04-21
C0677,普通,2025-12-03,2957,44290,26390,0.6,2071.2,15,2024-10-10
C0678,银卡,2022-02-11,18000,59329,21262,3.7,5305.85,9,2025-12-16
C0679,黑卡,2025-04-06,44496,62477,694,2.4,33278.87,8,2025-10-18
C0680,银卡,2024-03-13,13346,38188,2798,4.8,4031.53,10,2024-03-17
C0681,金卡,2024-10-02,40193,64692,47166,2.3,7064.37,12,2024-10-14
C0682,银卡,2022-02-03,12310,58289,13290,3.4,3028.14,10,2024-02-01
C0683,普通,2023-12-26,1456,15631,2347,4.4,2156.93,14,2025-07-05
C0684,银卡,2023-09-22,8049,20002,19828,1.0,6229.36,4,2025-05-12
C0685,金卡,2024-03-12,45260,69921,2083,1.2,11337.16,13,2025-06-08
C0686,普通,2024-05-10,1683,46769,37660,4.8,1960.0,15,2024-08-15
C0687,普通,2025-01-24,795,21671,1243,1.8,2778.33,12,2024-09-28
C0688,普通,2025-02-06,4813,23273,23041,4.3,1290.25,11,2025-12-12
C0689,银卡,2025-05-25,8220,27090,20845,1.4,7713.71,8,2024-07-20
C0690,黑卡,2023-04-01,70769,75876,7287,0.6,24537.81,2,2025-11-28
C0691,普通,2024-10-12,4362,11630,7083,0.6,1973.33,19,2025-10-12
C0692,银卡,2023-03-31,19741,53970,19701,0.7,6288.51,16,2025-04-21
C0693,普通,2023-07-21,751,7244,6901,2.3,1814.93,5,2025-05-08
C0694,黑卡,2024-06-26,35380,80538,59412,1.6,25855.68,16,2025-08-28
C0695,普通,2024-09-24,454,35440,26645,3.8,1842.14,3,2025-07-11
C0696,银卡,2022-03-17,7425,51154,4427,2.8,7343.37,14,2024-06-03
C0697,金卡,2024-03-13,44922,90653,84531,1.2,19909.5,18,2025-12-06
C0698,金卡,2023-11-20,14261,36814,20431,4.8,17769.78,8,2024-11-07
C0699,银卡,2025-10-03,9460,15152,4933,3.3,7940.89,15,2024-02-16
C0700,普通,2025-11-08,3155,17268,4772,5.0,1622.52,15,2024-06-01
C0701,银卡,2024-04-11,7195,32332,14798,3.0,2216.02,18,2024-04-08
C0702,普通,2022-12-19,2122,31722,16490,2.8,885.29,11,2024-04-27
C0703,普通,2024-09-06,1041,13434,8009,1.5,1106.35,0,2025-03-13
C0704,银卡,2022-10-07,6670,40272,16345,4.6,6019.09,1,2025-06-27
C0705,普通,2025-07-22,2553,3851,3448,4.4,2599.34,6,2024-05-30
C0706,普通,2025-01-28,1286,46419,46246,4.1,918.9,9,2024-08-21
C0707,金卡,2022-03-09,16736,38995,21291,0.7,14636.51,10,2024-04-04
C0708,黑卡,2024-04-06,78493,88055,41693,2.6,34442.07,4,2024-08-10
C0709,银卡,2025-04-28,19816,23713,8513,3.7,7427.85,4,2025-05-18
C0710,普通,2025-03-28,3795,17400,1720,2.9,727.93,1,2025-09-29
C0711,普通,2025-10-15,1983,38299,18621,0.9,2333.97,5,2025-08-02
C0712,黑卡,2022-03-12,36818,79389,23073,3.4,45270.58,13,2025-11-28
C0713,普通,2022-07-01,4813,47083,42028,1.5,1024.02,5,2025-06-13
C0714,普通,2025-08-30,832,36313,16291,2.4,898.36,12,2024-03-23
C0715,银卡,2024-06-10,6681,13352,2047,2.1,2100.62,19,2025-05-29
C0716,银卡,2022-10-21,3074,48394,26250,4.6,7204.76,7,2024-04-21
C0717,银卡,2024-08-22,17875,56845,40582,3.0,7667.87,1,2025-10-30
C0718,普通,2023-01-31,2575,16856,16145,1.2,1807.39,6,2024-01-16
C0719,普通,2022-05-08,1267,30501,19617,0.5,2950.41,4,2024-02-13
C0720,黑卡,2023-07-13,91889,139324,37646,1.1,19437.16,12,2025-11-28
C0721,普通,2024-03-10,1582,29786,23727,0.8,1606.28,8,2025-08-03
C0722,金卡,2023-11-18,29345,63064,46224,2.5,18217.79,11,2025-01-27
C0723,金卡,2023-03-30,15942,35762,4008,0.6,12727.42,5,2024-06-03
C0724,银卡,2024-07-28,3855,10490,7092,1.8,4335.19,11,2024-11-14
C0725,普通,2023-11-27,2422,37718,29024,3.0,1568.69,14,2024-06-15
C0726,普通,2023-12-11,3289,21703,11917,1.6,1853.95,7,2025-02-22
C0727,银卡,2024-03-02,3887,36535,17540,3.5,5980.41,7,2024-12-18
C0728,金卡,2023-08-21,22887,28247,18707,2.5,10730.94,0,2025-04-19
C0729,黑卡,2024-05-22,62697,79847,29443,3.7,31491.94,19,2025-06-15
C0730,普通,2023-06-19,686,25820,20380,2.7,1822.96,1,2025-09-23
C0731,普通,2022-07-06,2722,46780,12874,3.6,2346.95,14,2025-03-21
C0732,黑卡,2024-09-04,76708,85627,40078,3.9,49354.51,8,2024-08-10
C0733,金卡,2022-02-28,33753,44719,15151,1.4,16113.25,1,2025-11-26
C0734,金卡,2025-01-28,22830,24758,22410,2.3,8093.61,12,2024-12-06
C0735,普通,2022-04-18,442,5424,4706,0.8,1764.55,7,2025-01-05
C0736,银卡,2023-12-28,3056,20263,13115,3.3,7476.61,10,2025-05-31
C0737,金卡,2023-04-10,31019,74495,2519,3.8,12283.7,2,2025-04-29
C0738,金卡,2025-09-22,24644,58968,18165,2.1,9170.95,13,2025-04-07
C0739,银卡,2022-06-17,2277,18356,10468,0.9,3611.83,16,2024-10-16
C0740,普通,2025-08-31,1554,14651,13986,3.7,2924.87,10,2024-12-21
C0741,银卡,2022-03-27,2929,18949,6947,0.6,7739.53,4,2024-05-10
C0742,普通,2022-03-20,2517,23827,22015,2.1,518.13,20,2025-03-03
C0743,银卡,2023-05-25,10726,28321,19331,0.9,3091.98,4,2024-08-06
C0744,黑卡,2023-02-16,31345,35355,12007,2.8,33793.04,8,2025-12-20
C0745,银卡,2022-02-19,15738,22224,11362,3.3,6943.27,14,2024-11-03
C0746,金卡,2025-07-13,38898,46291,11437,3.6,9723.44,12,2025-05-29
C0747,普通,2022-12-06,4364,16560,15361,4.0,2083.24,15,2025-06-19
C0748,金卡,2023-05-17,15763,44889,36564,3.7,17385.72,11,2025-06-29
C0749,黑卡,2022-10-11,43082,54256,45476,1.1,41403.73,3,2024-05-27
C0750,普通,2024-09-06,388,35989,14577,4.4,2946.57,4,2024-07-19
C0751,普通,2025-10-16,3336,17005,10956,1.4,2091.52,10,2025-05-20
C0752,银卡,2022-09-03,12814,38418,29928,0.7,4209.7,17,2025-10-03
C0753,普通,2025-03-17,4497,5345,1623,1.4,1106.79,6,2024-06-01
C0754,金卡,2023-04-15,29862,42780,16260,0.5,18469.9,15,2024-11-18
C0755,黑卡,2024-08-13,71007,71213,66970,2.5,21071.95,20,2024-11-14
C0756,银卡,2025-12-20,11478,44880,6462,1.1,7724.24,18,2024-10-29
C0757,普通,2023-06-28,3740,35407,14504,2.0,822.66,18,2024-07-09
C0758,银卡,2024-02-12,14329,40308,16139,1.2,6825.32,0,2024-05-11
C0759,金卡,2022-12-31,38321,57497,1290,3.4,17749.06,1,2025-10-16
C0760,普通,2025-05-28,1944,32761,30613,1.5,1749.26,11,2024-11-25
C0761,银卡,2025-06-27,11008,42755,31549,3.7,6283.02,6,2024-07-26
C0762,银卡,2022-09-20,11667,14795,3808,1.4,2219.3,12,2024-11-30
C0763,银卡,2023-01-01,10947,59039,18168,1.7,3528.14,13,2024-04-29
C0764,普通,2023-09-30,980,38632,22307,1.1,1032.41,19,2024-03-10
C0765,金卡,2022-08-23,46592,47384,16289,4.2,13430.37,6,2025-04-22
C0766,普通,2025-04-02,1505,29247,20613,1.7,2264.3,6,2025-06-23
C0767,普通,2022-03-09,4895,48340,44512,5.0,1674.54,4,2025-11-26
C0768,金卡,2023-10-07,48732,92414,27288,2.0,6852.54,15,2025-07-24
C0769,金卡,2025-04-14,16440,48204,3307,1.4,7761.58,13,2024-07-10
C0770,普通,2025-11-13,1158,29798,5924,1.0,1655.71,7,2025-07-20
C0771,普通,2024-02-29,3330,10534,3768,2.5,2363.66,6,2024-01-26
C0772,普通,2024-04-19,4898,40614,27728,3.1,2172.99,8,2024-12-05
C0773,普通,2023-03-13,2186,17833,10165,4.3,816.41,4,2024-02-17
C0774,普通,2022-07-02,2795,33371,6649,3.0,1876.88,4,2024-09-12
C0775,普通,2025-05-19,1250,26071,5856,4.4,2539.54,17,2024-09-14
C0776,银卡,2025-11-25,2804,12366,2499,1.0,6860.64,11,2024-12-10
C0777,金卡,2025-07-21,37326,85952,38419,2.4,18918.93,12,2025-01-09
C0778,银卡,2023-06-09,11052,50716,49686,2.3,2135.87,5,2024-08-23
C0779,金卡,2022-08-04,15376,39932,31172,1.1,15928.6,16,2025-07-21
C0780,普通,2025-12-01,843,1112,519,4.3,2471.65,7,2025-06-23
C0781,黑卡,2023-09-23,33002,64767,1418,4.0,16461.56,14,2024-07-10
C0782,金卡,2025-11-08,37482,65177,41519,3.3,16175.49,4,2025-06-07
C0783,金卡,2025-06-09,16857,59831,37359,4.3,8133.5,7,2025-04-28
C0784,金卡,2022-09-08,35063,66802,49061,2.6,10790.56,15,2024-06-11
C0785,黑卡,2025-03-10,79877,125134,25018,3.5,25162.38,5,2024-01-08
C0786,银卡,2022-04-14,4056,8460,7514,0.5,4463.27,5,2024-09-25
C0787,普通,2023-12-27,141,41955,10307,1.4,2009.08,10,2025-03-27
C0788,银卡,2025-01-26,2929,30294,1801,0.5,6738.48,18,2025-02-10
C0789,金卡,2024-06-07,44500,56759,15841,2.2,15575.06,6,2025-04-29
C0790,金卡,2025-10-12,18677,24924,7541,4.6,19735.46,3,2025-03-21
C0791,银卡,2024-02-09,6244,39045,22730,0.8,6774.58,1,2025-01-23
C0792,普通,2022-06-05,2048,11800,734,0.6,2730.93,7,2025-01-22
C0793,银卡,2024-11-28,5390,8229,5311,0.9,7898.38,7,2025-12-26
C0794,黑卡,2025-08-24,46187,64764,60021,2.3,37723.37,15,2024-02-15
C0795,银卡,2023-12-23,14254,50110,4759,3.1,3759.03,1,2025-06-29
C0796,银卡,2022-02-22,18548,52959,26198,0.5,2623.99,0,2024-05-11
C0797,普通,2024-06-03,1158,35084,3158,3.6,1691.69,17,2025-07-07
C0798,银卡,2024-10-13,14677,40647,8225,1.8,5347.51,18,2025-07-13
C0799,金卡,2022-08-08,42994,79854,32576,4.0,17953.33,9,2025-05-22
C0800,金卡,2024-06-19,18253,21585,4327,2.0,6968.11,4,2024-11-02
C0801,金卡,2024-01-31,19957,63099,21407,0.6,17042.01,20,2024-11-24
C0802,银卡,2025-08-03,3743,23490,3140,2.0,4527.95,6,2025-12-24
C0803,银卡,2024-08-18,17358,24206,928,3.5,6706.05,8,2025-12-14
C0804,普通,2026-01-01,2915,35848,31947,2.7,1213.72,1,2025-05-27
C0805,金卡,2022-11-16,36352,62006,46445,1.8,18172.23,6,2025-04-02
C0806,银卡,2024-06-25,6586,44323,5883,3.1,4761.41,14,2024-03-21
C0807,银卡,2023-01-25,13485,28158,11981,2.4,5165.86,0,2025-11-12
C0808,银卡,2024-12-21,19627,22657,11681,3.6,7048.45,8,2024-05-12
C0809,黑卡,2025-09-10,79998,94921,42502,2.8,49527.31,6,2024-02-26
C0810,普通,2023-07-10,1196,45289,35017,3.1,1358.17,6,2025-10-02
C0811,金卡,2025-06-17,11997,22703,16339,1.8,14522.11,7,2025-04-28
C0812,普通,2025-01-25,4334,29804,1774,1.0,1242.55,6,2024-11-16
C0813,银卡,2024-10-13,7342,26930,26344,0.5,7792.09,3,2024-07-31
C0814,普通,2024-09-07,2219,45201,38519,4.2,1787.25,20,2024-03-14
C0815,普通,2024-06-17,4067,25696,8741,3.4,2818.58,20,2025-12-01
C0816,银卡,2025-05-14,19773,46127,41553,4.8,3587.34,17,2024-08-08
C0817,普通,2023-07-31,707,17630,1714,2.3,2177.82,16,2025-02-03
C0818,银卡,2023-11-14,1127,41515,17916,3.1,4996.77,6,2025-07-22
C0819,黑卡,2023-06-09,31457,59698,9953,3.7,22989.24,17,2025-01-03
C0820,普通,2022-07-15,2828,33550,9981,0.9,968.53,8,2025-09-10
C0821,金卡,2023-08-15,47270,66933,39210,3.7,8496.42,11,2024-07-13
C0822,银卡,2024-07-30,8549,15804,15504,1.4,7088.84,12,2024-04-15
C0823,金卡,2023-06-12,19119,57808,22340,2.0,19507.8,20,2025-01-15
C0824,普通,2024-08-27,2881,43146,25773,1.2,907.59,2,2025-12-27
C0825,普通,2025-03-14,4032,9592,5006,2.0,1860.91,4,2024-05-19
C0826,普通,2025-06-15,1060,27458,2333,1.2,1325.74,11,2025-02-09
C0827,普通,2025-10-16,1086,3611,322,1.6,1836.65,20,2024-05-11
C0828,普通,2024-03-17,4515,25776,19455,1.2,2795.05,15,2024-04-07
C0829,金卡,2023-11-25,39875,87024,81349,3.5,12127.85,17,2025-11-03
C0830,金卡,2022-03-22,13221,58192,10241,4.9,6147.94,20,2025-11-01
C0831,金卡,2024-10-10,23188,72619,48671,4.7,17886.21,0,2024-02-05
C0832,金卡,2023-10-31,20348,35566,24396,2.0,18476.35,8,2025-05-07
C0833,普通,2023-02-01,1194,41220,5741,4.3,1097.88,14,2024-10-29
C0834,普通,2024-10-01,249,45026,8624,1.4,2037.4,7,2025-12-29
C0835,普通,2023-03-31,381,1820,656,2.6,2850.04,14,2024-03-25
C0836,普通,2024-01-23,3795,29251,7620,2.5,1956.71,3,2024-09-20
C0837,银卡,2023-06-14,9759,26254,16734,1.9,5556.95,18,2024-09-26
C0838,银卡,2023-12-14,19312,56710,52480,2.1,7051.21,16,2024-08-13
C0839,银卡,2023-07-29,12128,14403,13314,1.7,7753.32,20,2024-01-04
C0840,银卡,2025-05-18,17165,54263,2332,0.8,4530.47,20,2025-10-12
C0841,金卡,2025-12-22,18442,65683,63742,3.6,6444.83,11,2024-05-04
C0842,金卡,2023-07-31,26651,73258,67747,3.7,11776.13,3,2024-01-16
C0843,普通,2025-02-18,1567,50864,4939,2.7,2090.45,15,2025-01-31
C0844,黑卡,2022-02-15,90696,122682,76858,2.3,35812.39,13,2024-03-24
C0845,黑卡,2024-12-15,46003,88385,11944,4.7,22221.51,18,2024-10-11
C0846,普通,2023-02-18,1185,2298,1021,3.9,712.86,12,2024-10-20
C0847,银卡,2022-06-30,12457,27595,26944,3.5,7664.33,17,2024-12-30
C0848,银卡,2023-05-13,3895,23548,11313,3.2,2283.19,0,2024-05-25
C0849,黑卡,2024-04-24,68697,77361,2794,0.7,45080.91,20,2025-08-28
C0850,金卡,2024-10-04,31933,54072,22891,1.0,9429.15,20,2025-09-03
C0851,普通,2025-03-08,1525,45010,14628,1.0,1779.13,12,2025-01-26
C0852,银卡,2023-05-30,2464,10067,5080,2.0,6162.85,9,2024-11-09
C0853,银卡,2025-11-21,11852,58165,40058,1.2,3447.94,11,2024-12-26
C0854,银卡,2024-09-15,17768,56939,16641,2.0,7671.93,11,2025-12-25
C0855,普通,2025-09-13,188,29820,24972,2.8,1747.0,9,2025-04-17
C0856,金卡,2025-12-31,19661,64500,63839,2.5,18140.03,9,2024-11-15
C0857,金卡,2024-10-27,43817,47395,4481,1.3,11262.9,4,2024-10-04
C0858,金卡,2024-08-01,36177,44363,40401,2.5,13620.22,3,2024-07-28
C0859,金卡,2022-02-12,11044,47340,46723,2.9,9468.52,11,2024-08-06
C0860,金卡,2022-07-12,34910,39541,30831,2.9,11940.18,15,2024-03-11
C0861,银卡,2023-09-10,2439,50864,7213,2.3,5747.33,17,2025-09-01
C0862,银卡,2023-04-18,10438,35032,21835,1.5,3922.81,7,2025-09-19
C0863,普通,2024-05-05,4525,41236,32585,4.9,2719.04,14,2025-05-05
C0864,金卡,2025-12-03,11879,49588,49574,1.7,16850.85,19,2024-04-09
C0865,普通,2023-05-24,1421,8064,2572,3.1,689.24,5,2024-05-05
C0866,金卡,2023-09-28,21922,34331,23458,4.9,13571.73,13,2025-11-30
C0867,普通,2025-10-09,2147,28271,16258,0.6,542.27,9,2025-01-06
C0868,普通,2025-04-07,104,35909,7947,4.6,792.42,0,2024-08-20
C0869,普通,2024-02-19,3428,12847,6427,2.1,2546.52,10,2024-08-20
C0870,普通,2024-09-23,2937,41020,28327,4.6,1016.77,6,2024-09-05
C0871,金卡,2025-02-08,29689,55430,52267,4.5,9922.85,4,2024-10-10
C0872,金卡,2025-01-01,41267,71811,30227,2.8,17313.63,20,2025-08-17
C0873,银卡,2023-12-28,9634,10440,2845,3.7,3956.46,14,2025-04-06
C0874,普通,2024-06-09,3695,34096,33746,3.2,1645.96,6,2024-06-17
C0875,普通,2025-02-27,3269,21540,20702,1.0,823.25,20,2025-09-29
C0876,普通,2023-11-10,4972,16550,4307,2.9,2139.84,19,2025-03-18
C0877,普通,2023-12-29,2794,10618,4549,0.8,1727.51,13,2025-09-22
C0878,金卡,2025-12-25,12730,34595,26842,4.5,13160.91,16,2025-04-23
C0879,普通,2024-08-08,4747,21008,8061,4.3,1652.02,16,2024-01-30
C0880,银卡,2023-07-14,1763,6252,142,4.2,7987.91,11,2024-04-04
C0881,普通,2023-10-09,2106,41420,28218,1.1,2815.01,19,2024-01-26
C0882,普通,2023-06-10,683,17099,3942,3.2,1414.54,6,2024-02-16
C0883,银卡,2023-05-11,17471,59357,48823,4.5,4588.96,8,2024-07-29
C0884,银卡,2022-09-14,17549,43730,26903,2.2,5725.97,4,2025-10-10
C0885,普通,2023-02-10,2707,50558,8790,3.7,1656.7,16,2024-11-05
C0886,普通,2023-10-25,3568,12747,1219,4.8,2791.3,17,2024-08-19
C0887,银卡,2022-09-26,13849,36292,35156,4.0,6006.72,6,2024-10-28
C0888,普通,2025-01-12,2126,13489,10766,3.5,1239.54,20,2024-11-04
C0889,普通,2025-11-30,1673,28087,11949,2.1,2901.79,18,2025-09-06
C0890,黑卡,2023-01-22,34623,34948,28349,4.5,26921.93,1,2025-09-06
C0891,银卡,2023-02-07,4072,13386,3890,0.7,4059.56,7,2025-05-23
C0892,银卡,2023-04-11,13744,25262,10352,3.8,5420.25,19,2025-01-08
C0893,银卡,2024-10-01,11788,19298,4306,2.1,7857.58,14,2025-12-29
C0894,银卡,2023-08-18,12613,40463,606,2.3,2152.51,19,2025-07-09
C0895,银卡,2025-05-22,15136,52682,51059,1.9,4055.62,19,2025-12-18
C0896,金卡,2025-01-05,18817,67084,101,2.7,18551.71,14,2024-12-30
C0897,金卡,2025-06-03,24454,74147,60057,3.2,9359.87,16,2025-07-18
C0898,普通,2023-08-10,4217,5960,3570,4.3,2072.98,6,2025-02-27
C0899,银卡,2022-08-15,19312,55483,4794,1.0,2804.02,6,2025-10-03
C0900,银卡,2023-02-21,17126,63614,20490,1.3,6260.44,2,2024-03-11
C0901,金卡,2023-09-28,44789,78315,5444,2.5,7161.7,11,2025-06-27
C0902,银卡,2023-04-29,17667,47618,18950,3.2,2688.4,0,2025-06-20
C0903,银卡,2024-01-27,17726,41867,10082,3.0,5083.68,7,2025-06-02
C0904,普通,2023-01-27,3627,21837,1793,0.6,2688.33,5,2024-04-04
C0905,银卡,2023-10-08,13481,47292,20604,1.9,7742.42,3,2025-05-02
C0906,普通,2022-02-01,2847,3632,2486,2.0,1215.56,19,2025-06-08
C0907,普通,2025-12-25,3486,12863,9213,2.4,685.77,16,2025-02-17
C0908,普通,2025-01-13,1946,41595,25258,1.1,1060.64,11,2024-02-24
C0909,金卡,2022-10-14,14854,30152,16415,4.4,10829.64,18,2025-12-28
C0910,普通,2023-07-24,1687,14827,13249,2.0,901.13,13,2024-05-13
C0911,银卡,2022-04-27,13758,37978,23494,4.4,3877.66,11,2024-04-28
C0912,金卡,2022-04-28,13438,49270,43754,1.0,16346.96,11,2025-01-10
C0913,普通,2025-02-26,3413,18638,13763,5.0,2157.01,2,2025-08-09
C0914,银卡,2023-09-11,5193,54838,39036,0.5,4201.84,0,2025-08-27
C0915,银卡,2025-12-03,5523,38619,29189,3.1,6854.03,4,2024-06-06
C0916,普通,2022-09-20,4846,24478,15092,4.5,654.26,10,2025-05-26
C0917,金卡,2025-08-28,11509,24200,2534,2.1,12343.83,0,2025-09-13
C0918,普通,2024-10-12,722,45546,20058,2.9,2171.84,12,2024-09-18
C0919,银卡,2022-08-23,4201,45035,12441,2.6,5177.56,13,2024-08-10
C0920,银卡,2022-02-25,7341,49303,44947,4.8,7859.1,13,2025-04-12
C0921,银卡,2025-04-18,19219,24737,7070,4.1,2984.15,20,2025-03-23
C0922,金卡,2023-08-16,35047,35426,27686,1.0,16630.3,16,2024-08-12
C0923,普通,2024-08-22,74,26929,785,2.1,1485.89,12,2025-06-11
C0924,普通,2024-09-21,2289,26118,16553,4.7,1283.34,20,2024-05-10
C0925,金卡,2024-07-16,41587,71088,5509,1.3,18231.33,1,2025-05-17
C0926,银卡,2023-12-07,10079,25862,24417,1.0,5661.55,12,2024-10-22
C0927,金卡,2023-01-15,39308,60790,50165,1.4,15936.72,20,2025-08-20
C0928,金卡,2022-05-12,15219,20854,19426,2.2,7295.44,14,2024-02-16
C0929,金卡,2023-06-21,47841,79399,4973,2.8,17651.23,7,2024-08-03
C0930,银卡,2024-09-27,1505,22019,3581,4.0,4245.57,9,2024-08-07
C0931,普通,2022-09-14,1755,24010,1446,0.8,1238.49,15,2024-04-30
C0932,金卡,2022-05-19,43353,60080,5154,4.6,10141.92,13,2024-06-13
C0933,银卡,2024-04-10,1546,26378,9323,1.4,2893.63,15,2024-06-20
C0934,普通,2024-10-21,1698,39409,27367,2.6,2509.58,2,2024-07-09
C0935,金卡,2022-06-29,31579,45944,6294,3.6,6565.04,9,2024-08-22
C0936,金卡,2025-04-24,17946,63283,55678,0.8,17295.66,18,2025-09-08
C0937,银卡,2025-07-15,9400,55769,3280,3.5,2813.04,18,2024-11-25
C0938,普通,2025-11-26,4268,26988,24008,3.4,2076.69,17,2024-09-27
C0939,银卡,2022-05-13,11572,19675,7095,4.5,6590.21,13,2025-07-24
C0940,金卡,2022-12-03,26114,27917,19657,3.1,18343.91,7,2024-02-11
C0941,黑卡,2022-11-30,52084,62861,9751,3.7,31213.03,4,2025-03-25
C0942,普通,2025-03-28,4665,52894,31823,0.5,564.3,17,2024-01-15
C0943,普通,2023-10-11,2374,7814,6808,4.9,2326.63,18,2024-10-23
C0944,金卡,2022-07-02,30187,50226,33649,2.7,13656.95,11,2025-04-06
C0945,银卡,2023-06-19,3405,6590,4296,2.3,3801.11,19,2024-07-30
C0946,银卡,2022-09-15,4998,10893,8205,1.0,2340.1,2,2025-12-03
C0947,黑卡,2025-03-15,64028,73993,73042,1.0,43788.7,0,2024-04-30
C0948,普通,2024-05-15,3765,39456,6433,1.6,1405.94,7,2024-11-15
C0949,银卡,2025-06-23,19460,35586,35254,4.3,7149.46,16,2025-06-21
C0950,普通,2025-05-10,391,12903,9730,3.2,930.76,10,2024-08-11
C0951,银卡,2025-07-18,12851,18638,6787,3.4,7623.15,5,2025-02-09
C0952,金卡,2023-05-07,25293,62837,2507,3.1,17000.83,9,2025-07-22
C0953,银卡,2024-12-09,11080,32834,18418,4.4,6426.96,4,2025-04-19
C0954,黑卡,2024-03-16,87737,111930,104759,3.2,24957.97,15,2024-11-13
C0955,银卡,2024-08-02,5199,38933,25607,2.6,7947.74,12,2025-04-15
C0956,普通,2024-06-30,4594,46295,43020,3.4,524.02,5,2025-04-27
C0957,普通,2023-09-23,1960,40261,7509,4.7,2255.58,4,2025-05-23
C0958,银卡,2025-04-26,12744,59147,25288,3.6,5496.5,3,2024-09-18
C0959,银卡,2024-06-09,4046,35746,15930,4.7,7992.01,10,2024-01-07
C0960,普通,2023-10-13,3349,40559,36363,4.6,1591.27,11,2025-04-15
C0961,银卡,2025-03-11,16539,54531,34275,4.4,3737.37,18,2024-01-19
C0962,银卡,2025-06-28,8046,8928,1865,1.5,7012.98,12,2024-08-14
C0963,金卡,2022-05-26,13689,28242,13357,2.8,17003.82,7,2025-02-16
C0964,金卡,2025-06-19,46988,69296,66618,2.7,14062.24,14,2025-01-29
C0965,金卡,2022-08-04,31717,81517,62014,2.9,7263.56,9,2025-02-24
C0966,普通,2023-03-09,1810,41421,35104,2.8,2493.04,6,2024-12-27
C0967,普通,2025-07-23,1032,30871,24047,2.1,721.37,18,2025-02-15
C0968,金卡,2023-03-28,35810,42461,23089,4.2,13723.48,13,2024-01-13
C0969,银卡,2023-07-04,17168,49562,5806,2.8,2232.71,7,2024-01-04
C0970,普通,2025-09-25,64,32469,17283,3.8,2296.08,19,2025-11-19
C0971,金卡,2022-06-24,46476,51913,44895,4.8,15240.48,19,2025-04-05
C0972,金卡,2022-11-21,26767,58713,23148,3.0,10950.15,8,2025-01-21
C0973,银卡,2023-06-02,17729,63655,61118,3.3,5430.04,19,2024-05-22
C0974,普通,2022-12-28,4235,6093,3444,2.3,1957.49,10,2024-06-14
C0975,金卡,2025-02-27,36477,49176,39051,3.4,6855.83,19,2025-07-16
C0976,银卡,2022-06-27,18325,20565,1499,3.0,2161.46,9,2024-06-07
C0977,金卡,2022-12-04,37123,59859,22971,4.0,18951.02,0,2024-05-03
C0978,金卡,2022-01-14,31740,58762,41137,4.0,12698.34,6,2024-07-04
C0979,金卡,2024-04-26,34903,67791,4611,4.9,18783.37,17,2025-12-04
C0980,银卡,2024-07-18,5890,35605,25022,2.6,2531.24,18,2025-10-22
C0981,普通,2025-11-15,4857,8691,5473,3.6,2501.19,11,2025-07-05
C0982,金卡,2025-05-11,20931,58591,26231,0.7,15175.71,10,2024-05-10
C0983,银卡,2024-09-01,13044,33031,10506,4.6,7425.43,9,2024-05-03
C0984,金卡,2023-08-26,45048,49978,24916,3.1,10548.84,13,2025-08-17
C0985,普通,2022-04-01,1520,10111,7841,3.4,1516.59,11,2024-08-05
C0986,普通,2023-04-21,1301,18024,5770,2.6,715.86,13,2025-05-30
C0987,金卡,2023-09-02,44441,90327,68682,2.7,18600.62,20,2025-03-01
C0988,金卡,2025-12-25,20797,45930,2246,1.8,7217.45,11,2025-07-04
C0989,黑卡,2023-08-03,30211,30626,394,3.1,48828.76,6,2024-06-17
C0990,金卡,2026-01-07,17260,38984,31402,3.3,7593.95,2,2025-05-07
C0991,银卡,2024-08-11,18266,24475,5114,4.0,6799.5,15,2025-07-22
C0992,金卡,2022-06-20,24308,50108,46827,3.8,16374.2,1,2024-09-24
C0993,金卡,2025-11-23,20109,36813,31999,4.2,16218.05,16,2025-03-26
C0994,银卡,2023-05-13,9043,44589,10262,4.0,3399.34,15,2024-05-16
C0995,银卡,2023-07-08,13239,28534,27004,1.9,6806.27,6,2025-03-12
C0996,普通,2025-07-20,1717,51674,116,3.6,2275.13,1,2024-09-24
C0997,银卡,2025-05-13,2367,44055,41832,3.4,4837.95,1,2025-12-26
C0998,金卡,2025-10-09,38625,80091,72610,1.6,8829.8,4,2024-08-08
C0999,普通,2023-02-20,4177,40667,7357,4.1,2002.07,2,2025-09-05
C1000,普通,2024-06-13,4212,43017,19030,1.7,2214.05,0,2024-07-29
